audio_path,text,duration
data/TRAIN/DR7/MNTW0/SI2328.WAV,oh_mother_i_saw_them,27956
data/TRAIN/DR7/MDLR0/SI1233.WAV,it_made_no_difference_that_most_evidence_points_to_an_opposite_conclusion,63796
data/TRAIN/DR3/MBEF0/SX291.WAV,the_avalanche_triggered_a_minor_earthquake,34304
data/TRAIN/DR1/MRCG0/SX438.WAV,shell_shock_caused_by_shrapnel_is_sometimes_cured_through_group_therapy,73626
data/TRAIN/DR3/MJRH1/SX244.WAV,herbs_birthday_occurs_frequently_on_thanksgiving,52123
data/TRAIN/DR3/MRWA0/SX163.WAV,they_remained_lifelong_friends_and_companions,44340
data/TRAIN/DR2/FAEM0/SX132.WAV,publicity_and_notoriety_go_hand_in_hand,46285
data/TRAIN/DR5/FCDR1/SI1186.WAV,questions_came_to_me_from_all_sides_about_my_world_citizenship_activities,90215
data/TRAIN/DR5/MSRR0/SI501.WAV,but_this_doesnt_detract_from_its_merit_as_an_interesting_if_not_great_film,70964
data/TRAIN/DR7/MBAR0/SX239.WAV,puree_some_fruit_before_preparing_the_skewers,48333
data/TRAIN/DR3/FSJS0/SI541.WAV,it_helps_those_people_who_help_themselves,60212
data/TRAIN/DR1/MEDR0/SX384.WAV,please_shorten_this_skirt_for_joyce,31232
data/TRAIN/DR6/MTXS0/SX160.WAV,as_coauthors_we_presented_our_new_book_to_the_haughty_audience,67175
data/TRAIN/DR7/FLEH0/SX331.WAV,the_big_dog_loved_to_chew_on_the_old_rag_doll,45876
data/TRAIN/DR8/MRDM0/SI965.WAV,a_tsunami_is_not_a_single_wave_but_a_series,43930
data/TRAIN/DR5/MRAV0/SX198.WAV,norwegian_sweaters_are_made_of_lambs_wool,36250
data/TRAIN/DR8/MMEA0/SI758.WAV,when_mold_has_more_than_one_design_cavity_make_individual_paper_patterns,61236
data/TRAIN/DR5/FCDR1/SX286.WAV,in_every_major_cloverleaf_traffic_sometimes_gets_backed_up,69735
data/TRAIN/DR5/MFER0/SI1492.WAV,there_was_typhoid_and_malaria,26420
data/TRAIN/DR5/FMPG0/SX252.WAV,the_gorgeous_butterfly_ate_a_lot_of_nectar,45671
data/TRAIN/DR4/FBAS0/SX37.WAV,critical_equipment_needs_proper_maintenance,43520
data/TRAIN/DR7/MTMN0/SI582.WAV,it_seems_that_open_season_upon_veterans_hospitalization_is_once_more_upon_us,84890
data/TRAIN/DR2/MEFG0/SX105.WAV,you_must_explicitly_delete_files,39220
data/TRAIN/DR7/MBBR0/SI2315.WAV,junior_what_on_earths_the_matter_with_you,30823
data/TRAIN/DR5/MDSJ0/SX382.WAV,george_is_paranoid_about_a_future_gas_shortage,42599
data/TRAIN/DR3/FLTM0/SI2330.WAV,im_going_to_search_this_house,31642
data/TRAIN/DR5/MTDP0/SI2151.WAV,he_sank_back_sighing_and_was_soon_asleep_again,60826
data/TRAIN/DR4/FDKN0/SX361.WAV,the_speech_symposium_might_begin_monday,46183
data/TRAIN/DR4/MRFL0/SI526.WAV,we_congratulate_the_entire_membership_on_its_record_of_good_legislation,65947
data/TRAIN/DR2/FSRH0/SI1719.WAV,weve_done_our_part,23245
data/TRAIN/DR5/MCLM0/SX16.WAV,a_roll_of_wire_lay_near_the_wall,30823
data/TRAIN/DR7/MJJM0/SI1251.WAV,only_rarely_is_attention_given_to_accurate_progress_reports_and_evaluation,78541
data/TRAIN/DR3/MMSM0/SI476.WAV,so_if_anybody_solicits_by_phone_make_sure_you_mail_the_dough_to_the_above,70043
data/TRAIN/DR5/MMDM1/SI2043.WAV,are_you_a_thrower_of_flame_marine,35021
data/TRAIN/DR7/MTAB0/SX222.WAV,you_always_come_up_with_pathological_examples,51098
data/TRAIN/DR7/MBAR0/SX59.WAV,the_singers_finger_had_a_splinter,30413
data/TRAIN/DR3/MFMC0/SI502.WAV,and_you_think_you_have_language_problems,46388
data/TRAIN/DR4/MJSR0/SI794.WAV,you_should_firmly_insist_that_no_bobby_pins_or_hair_pins_be_worn_in_the_water,82944
data/TRAIN/DR7/FCJS0/SI977.WAV,next_he_addressed_himself_to_our_souls,46285
data/TRAIN/DR6/MAJP0/SI2334.WAV,but_im_so_sunburned_that_every_move_i_make_is_agony,51815
data/TRAIN/DR6/FKLC1/SI1678.WAV,twice_he_nearly_fell,29901
data/TRAIN/DR4/MBWP0/SA1.WAV,she_had_your_dark_suit_in_greasy_wash_water_all_year,56730
data/TRAIN/DR3/MILB0/SI807.WAV,one_of_the_most_desirable_features_for_park_are_beautiful_views_or_scenery,56013
data/TRAIN/DR3/FDFB0/SX58.WAV,we_experience_distress_and_frustration_obtaining_our_degrees,50381
data/TRAIN/DR7/MAFM0/SI2199.WAV,will_you_tell_me_why,17716
data/TRAIN/DR6/FSGF0/SX117.WAV,the_mango_and_the_papaya_are_in_a_bowl,42292
data/TRAIN/DR1/FTBR0/SX21.WAV,alfalfa_is_healthy_for_you,34816
data/TRAIN/DR4/MTRC0/SX273.WAV,the_angry_boy_answered_but_didnt_look_up,30106
data/TRAIN/DR6/FLAG0/SI834.WAV,it_has_multiple_implications_and_possible_headaches_for_your_marketing_program,75572
data/TRAIN/DR4/FDKN0/SX451.WAV,the_thick_elm_forest_was_nearly_overwhelmed_by_dutch_elm_disease,74343
data/TRAIN/DR2/MRMS0/SX120.WAV,the_coyote_bobcat_and_hyena_are_wild_animals,49152
data/TRAIN/DR6/FRJB0/SX257.WAV,we_are_open_every_monday_evening,31642
data/TRAIN/DR5/FJXM0/SX131.WAV,we_plan_to_build_a_new_beverage_plant,42496
data/TRAIN/DR5/FGDP0/SX268.WAV,the_jaw_operates_by_using_antagonistic_muscles,61031
data/TRAIN/DR8/MMLM0/SI897.WAV,they_serve_cracked_wheat_oats_or_cornmeal,36660
data/TRAIN/DR7/MPAR0/SI946.WAV,as_a_rule_part_time_farmers_hire_little_help,37581
data/TRAIN/DR7/MTML0/SX255.WAV,my_ideal_morning_begins_with_hot_coffee,36250
data/TRAIN/DR5/MMWB0/SI989.WAV,the_situation_involved_some_political_perils,54682
data/TRAIN/DR3/MJKR0/SI1831.WAV,behind_him_his_mates_stirred_without_waking,49357
data/TRAIN/DR8/MEJS0/SI1870.WAV,a_bayonet_hung_in_a_belt_scabbard,36967
data/TRAIN/DR2/MKAJ0/SI2044.WAV,wet_also_were_the_marines_fatigues_and_the_face_had_an_oily_film,63079
data/TRAIN/DR3/MDLC0/SX135.WAV,technical_writers_can_abbreviate_in_bibliographies,51712
data/TRAIN/DR4/MGXP0/SX277.WAV,the_rose_corsage_smelled_sweet,44135
data/TRAIN/DR2/FAJW0/SX183.WAV,why_else_would_danny_allow_others_to_go,47309
data/TRAIN/DR6/MRXB0/SI955.WAV,worse_his_present_crew_included_five_men_who_had_sailed_with_him_before,66253
data/TRAIN/DR4/FJWB1/SX75.WAV,fill_that_canteen_with_fresh_spring_water,34714
data/TRAIN/DR3/MREE0/SI1734.WAV,it_was_not_whatever_tale_was_told_by_tails,52225
data/TRAIN/DR2/MKAH0/SX178.WAV,she_encouraged_her_children_to_make_their_own_halloween_costumes,66151
data/TRAIN/DR3/MKLS1/SX285.WAV,rich_purchased_several_signed_lithographs,39834
data/TRAIN/DR6/FPAD0/SI1976.WAV,wingman_stay_clear_he_prayed,40448
data/TRAIN/DR5/FGMB0/SI1775.WAV,the_blue_rug_was_suspiciously_bright_and_new,49051
data/TRAIN/DR3/MAKR0/SX452.WAV,in_developing_film_many_toxic_chemicals_are_used,42292
data/TRAIN/DR5/FSMS1/SX244.WAV,herbs_birthday_occurs_frequently_on_thanksgiving,49869
data/TRAIN/DR7/MTML0/SI2325.WAV,then_may_i_ask_where_these_muddy_foot_prints_came_from,56320
data/TRAIN/DR7/MGAW0/SX265.WAV,the_saw_is_broken_so_chop_the_wood_instead,44443
data/TRAIN/DR5/MRKM0/SX187.WAV,they_often_go_out_in_the_evening,40448
data/TRAIN/DR8/MMLM0/SI2150.WAV,then_he_fled_not_waiting_to_see_if_she_minded_him_or_took_notice_of_his_cry,67994
data/TRAIN/DR4/MBMA0/SX52.WAV,her_classical_performance_gained_critical_acclaim,47514
data/TRAIN/DR5/FSMS1/SX334.WAV,often_youll_get_back_more_than_you_put_in,41268
data/TRAIN/DR3/FDFB0/SI1948.WAV,he_moistened_his_lips_uneasily,25600
data/TRAIN/DR7/FLET0/SX237.WAV,the_courier_was_a_dwarf,25908
data/TRAIN/DR4/MJDC0/SX351.WAV,the_new_suburbanites_worked_hard_on_refurbishing_their_older_home,49153
data/TRAIN/DR8/MRDM0/SX245.WAV,does_hindu_ideology_honor_cows,40346
data/TRAIN/DR7/FJSK0/SI1052.WAV,the_social_and_psychological_consequences_of_this_continue_to_affect_the_area,73831
data/TRAIN/DR7/MFXS0/SI1674.WAV,he_put_it_in_his_own_pocket_for_safekeeping,40039
data/TRAIN/DR2/MDSS0/SI2087.WAV,why_lacerate_the_congregation,33690
data/TRAIN/DR3/MRDS0/SI1167.WAV,we_have_nothing_to_hide_under_a_bushel,29492
data/TRAIN/DR6/FKLC1/SI2308.WAV,may_i_get_some_more_cookies_nora,29082
data/TRAIN/DR8/FNKL0/SI892.WAV,no_chemical_fertilizers_and_poisonous_insecticides_and_fungicides_are_used,75060
data/TRAIN/DR4/MMDM0/SI681.WAV,would_such_an_act_of_refusal_be_useful,39936
data/TRAIN/DR7/MTPR0/SX250.WAV,the_boston_ballet_overcame_their_funding_shortage,57344
data/TRAIN/DR3/MWGR0/SI1606.WAV,infectious_hepatitis_he_shouted_heartily,39220
data/TRAIN/DR6/MEAL0/SX197.WAV,draw_each_graph_on_a_new_axis,29594
data/TRAIN/DR3/FCMG0/SI1142.WAV,research_into_several_cultures_has_proven_her_position_to_be_a_mistaken_one,79156
data/TRAIN/DR3/MKLS1/SX15.WAV,the_museum_hires_musicians_every_evening,46490
data/TRAIN/DR7/FSPM0/SX71.WAV,porcupines_resemble_sea_urchins,36352
data/TRAIN/DR8/FCEG0/SX78.WAV,doctors_prescribe_drugs_too_freely,31540
data/TRAIN/DR2/MHRM0/SX328.WAV,gregory_and_tom_chose_to_watch_cartoons_in_the_afternoon,48948
data/TRAIN/DR3/MREH1/SI969.WAV,what_had_been_the_ambassadors_suite_was_now_jagged_walls_of_blackened_brick,84685
data/TRAIN/DR7/FKDE0/SX61.WAV,chocolate_and_roses_never_fail_as_a_romantic_gift,58676
data/TRAIN/DR3/FEME0/SI1505.WAV,the_blow_encountered_silky_hair_and_hard_bone,50381
data/TRAIN/DR4/FEEH0/SX212.WAV,i_gave_them_several_choices_and_let_them_set_the_priorities,53556
data/TRAIN/DR6/FBCH0/SX56.WAV,academic_aptitude_guarantees_your_diploma,48640
data/TRAIN/DR5/MDAS0/SX96.WAV,masquerade_parties_tax_ones_imagination,42599
data/TRAIN/DR7/FBLV0/SX338.WAV,the_dark_murky_lagoon_wound_around_for_miles,54989
data/TRAIN/DR4/MNET0/SX6.WAV,bright_sunshine_shimmers_on_the_ocean,33485
data/TRAIN/DR6/MCAE0/SX7.WAV,nothing_is_as_offensive_as_innocence,61440
data/TRAIN/DR1/MPSW0/SI2327.WAV,im_sorry_but_i_shall_have_to_search_this_house,33383
data/TRAIN/DR2/MARC0/SI1188.WAV,maybe_they_will_take_us,22938
data/TRAIN/DR4/MTQC0/SI1441.WAV,other_morphological_physical_and_optical_property_values_are_also_given,124621
data/TRAIN/DR2/MKAH0/SI1528.WAV,see_hes_already_snapping_it_up_the_dumb_jerk,46490
data/TRAIN/DR4/MLJH0/SX424.WAV,top_zinnias_rarely_have_crooked_stems,57856
data/TRAIN/DR8/MCXM0/SI721.WAV,this_tool_can_also_be_made_with_a_lathe,35021
data/TRAIN/DR6/FSDJ0/SI485.WAV,both_cars_were_slightly_damaged,32872
data/TRAIN/DR4/MRAB1/SI848.WAV,can_your_insurance_company_aid_you_in_reducing_administrative_costs,65844
data/TRAIN/DR5/MEWM0/SX448.WAV,spherical_gifts_are_difficult_to_wrap,32871
data/TRAIN/DR2/FSKL0/SI1529.WAV,merely_to_satisfy_the_authors_curiosity,46490
data/TRAIN/DR6/MMDB0/SI987.WAV,for_wasp_stings_onion_juice_obtained_by_scraping_an_onion_gave_quick_relief,68404
data/TRAIN/DR3/FSJW0/SI1333.WAV,x_ray_films_of_the_vertebral_column_showed_progression_of_the_demineralization,83252
data/TRAIN/DR2/MJPM0/SI1368.WAV,the_batting_average_of_one_success_out_of_seven_increased_to_one_out_of_three,70759
data/TRAIN/DR4/MLEL0/SX436.WAV,please_sing_just_the_club_theme,46285
data/TRAIN/DR5/MHMG0/SX15.WAV,museum_hires_musicians_every_evening,42189
data/TRAIN/DR2/FSRH0/SI1931.WAV,no_more_could_he_defend_himself_against_them,40244
data/TRAIN/DR5/MVLO0/SX337.WAV,bob_bandaged_both_wounds_with_the_skill_of_a_doctor,47822
data/TRAIN/DR6/MEJL0/SX422.WAV,once_you_finish_greasing_your_chain_be_sure_to_wash_thoroughly,48436
data/TRAIN/DR7/FLEH0/SI1681.WAV,the_sheriffs_swivel_chair_tilted_back,38503
data/TRAIN/DR1/MPSW0/SI1067.WAV,their_gait_is_impossible_to_convey_in_words,37581
data/TRAIN/DR4/MNET0/SI1446.WAV,in_earlier_years_the_preservation_of_food_was_essentially_related_to_survival,61850
data/TRAIN/DR7/MKLR0/SI1059.WAV,they_know_little_about_their_machinery_beyond_mechanical_details,63181
data/TRAIN/DR4/MPEB0/SX240.WAV,its_not_easy_to_create_illuminating_examples,42189
data/TRAIN/DR4/MKAM0/SX146.WAV,cyclical_programs_will_never_compile,39936
data/TRAIN/DR3/FCKE0/SX121.WAV,trespassing_is_forbidden_and_subject_to_penalty,40449
data/TRAIN/DR2/MRHL0/SI2145.WAV,was_she_just_naturally_sloppy_about_everything_but_her_physical_appearance,63693
data/TRAIN/DR2/MRJH0/SI914.WAV,if_you_do_go_to_it,33792
data/TRAIN/DR3/MRBC0/SI1665.WAV,a_foolish_thought_came_into_his_head,39117
data/TRAIN/DR1/MRWS0/SI472.WAV,he_played_basketball_there_while_working_toward_a_law_degree,45467
data/TRAIN/DR6/MESJ0/SI2039.WAV,his_superiors_had_also_preached_this_saying_it_was_the_way_for_eternal_honor,74445
data/TRAIN/DR6/MRMB0/SX51.WAV,ambidextrous_pickpockets_accomplish_more,41370
data/TRAIN/DR5/MGES0/SI2111.WAV,but_roulettes_not_my_game,23552
data/TRAIN/DR5/MHIT0/SX263.WAV,how_oily_do_you_like_your_salad_dressing,37581
data/TRAIN/DR2/MKAH0/SI2158.WAV,for_a_moment_he_felt_like_a_thief_discovered,41575
data/TRAIN/DR7/MSES0/SI1589.WAV,no_she_would_not_pretend_modesty_but_neither_must_she_be_crudely_bold,58880
data/TRAIN/DR7/FJHK0/SI2282.WAV,not_without_good_reason_has_the_anatomical_been_called_jocular_journalese,77927
data/TRAIN/DR7/MKLR0/SX339.WAV,did_shawn_catch_that_big_goose_without_help,41370
data/TRAIN/DR7/FLET0/SI507.WAV,ideally_he_knew_it_should_be_preceded_by_concrete_progress_at_lower_levels,74241
data/TRAIN/DR1/FDAW0/SX146.WAV,cyclical_programs_will_never_compile,42087
data/TRAIN/DR4/MDCD0/SX245.WAV,does_hindu_ideology_honor_cows,39527
data/TRAIN/DR1/MDAC0/SX91.WAV,the_misprint_provoked_an_immediate_disclaimer,36967
data/TRAIN/DR4/FLKM0/SI1880.WAV,he_picked_up_the_powder_canister_and_ran_out,51098
data/TRAIN/DR1/MPGR0/SX420.WAV,seamstresses_attach_zippers_with_a_thimble_needle_and_thread,59290
data/TRAIN/DR5/MRLD0/SX334.WAV,often_youll_get_back_more_than_you_put_in,33792
data/TRAIN/DR5/FDMY0/SX27.WAV,did_dad_do_academic_bidding,50586
data/TRAIN/DR3/MCDD0/SI1513.WAV,he_chuckled_the_memory_vivid,32973
data/TRAIN/DR1/MWAR0/SX415.WAV,move_the_garbage_nearer_to_the_large_window,38810
data/TRAIN/DR1/FECD0/SI1418.WAV,personal_predispositions_tend_to_blunt_the_ear_and_in_turn_the_voice_as_well,89191
data/TRAIN/DR5/FBMH0/SI1766.WAV,we_have_better_rooms_vacant_now_he_babbled,37275
data/TRAIN/DR5/FLOD0/SI1287.WAV,a_covered_container_such_as_a_kitchen_garbage_pail_might_do_as_a_toilet,59802
data/TRAIN/DR7/MKAG0/SI2239.WAV,the_leagues_are_full_of_guys_like_that,38810
data/TRAIN/DR4/MKAM0/SX236.WAV,clear_pronunciation_is_appreciated,39936
data/TRAIN/DR3/MFMC0/SI1762.WAV,if_she_moved_gracefully_she_was_clumsy_at_it,47821
data/TRAIN/DR4/FLKM0/SI686.WAV,others_were_ephemeral,27136
data/TRAIN/DR7/MDLM0/SX244.WAV,herbs_birthday_occurs_frequently_on_thanksgiving,39629
data/TRAIN/DR7/MMDG0/SX430.WAV,those_who_are_not_purists_used_canned_vegetables_when_making_stew,63592
data/TRAIN/DR8/FPLS0/SI960.WAV,no_group_of_officers_came_in_for_more_spirited_denunciation_than_the_doctors,73319
